WWII_ID,MASTER_INDEX_NUMBER,MSNDATE,NAF,TGT_COUNTRY,TGT_TYPE,TGT_INDUSTRY,LATITUDE,LONGITUDE,AIRCRAFT_NAME,TGT_PRIORITY,AC_ATTACKING,ALTITUDE,TONS_OF_HE,TONS_OF_IC,TONS_OF_FRAG,TOTAL_TONS,SIGHTING_EXPLANATION
59694,163326.0,1944-03-17,15,AUSTRIA,HEINKEL AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,48.12,16.53,B24,4.0,25.0,200.0,74.0,0.0,0.0,74.0,NOT INDICATED
59679,163327.0,1944-03-17,15,AUSTRIA,HEINKEL AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,48.12,16.53,B24,4.0,16.0,230.0,0.0,17.0,0.0,17.0,NOT INDICATED
59672,163329.0,1944-03-17,15,AUSTRIA,CITY AREA,CITIES TOWNS AND URBAN AREAS,48.2,16.37,B24,4.0,33.0,235.0,0.0,44.0,0.0,44.0,NOT INDICATED
59673,163330.0,1944-03-17,15,AUSTRIA,CITY AREA,CITIES TOWNS AND URBAN AREAS,48.2,16.37,B24,3.0,32.0,235.0,60.0,0.0,0.0,60.0,NOT INDICATED
59674,163331.0,1944-03-17,15,AUSTRIA,CITY AREA,CITIES TOWNS AND URBAN AREAS,48.2,16.37,B24,4.0,33.0,235.0,0.0,44.0,0.0,44.0,NOT INDICATED
59675,163332.0,1944-03-17,15,AUSTRIA,CITY AREA,CITIES TOWNS AND URBAN AREAS,48.2,16.37,B24,3.0,32.0,235.0,60.0,0.0,0.0,60.0,NOT INDICATED
59680,163334.0,1944-03-17,15,AUSTRIA,HEINKEL AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,48.12,16.53,B24,4.0,25.0,230.0,73.0,0.0,0.0,73.0,NOT INDICATED
59695,163335.0,1944-03-17,15,AUSTRIA,HEINKEL AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,48.12,16.53,B24,4.0,25.0,200.0,74.0,0.0,0.0,74.0,NOT INDICATED
59681,163336.0,1944-03-17,15,AUSTRIA,HEINKEL AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,48.12,16.53,B24,4.0,16.0,230.0,0.0,17.0,0.0,17.0,NOT INDICATED
59685,163337.0,1944-03-17,15,AUSTRIA,AIRCRAFT FACTORIES,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.95,16.18,B24,4.0,28.0,220.0,51.0,0.0,0.0,51.0,NOT INDICATED
59692,163338.0,1944-03-17,15,AUSTRIA,AIRCRAFT FACTORIES,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.95,16.18,B24,3.0,34.0,200.0,0.0,0.0,41.0,41.0,NOT INDICATED
59687,201782.0,1944-03-17,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,48.12,16.53,B24,4.0,34.0,210.0,71.0,0.0,0.0,71.0,NOT INDICATED
59688,201793.0,1944-03-17,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,48.12,16.53,B24,4.0,34.0,210.0,71.0,0.0,0.0,71.0,NOT INDICATED
60401,99267.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,20.0,200.0,0.0,43.0,0.0,43.0,NOT INDICATED
60402,99268.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,21.0,200.0,25.0,22.0,0.0,47.0,NOT INDICATED
60093,99269.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,18.0,210.0,20.0,19.0,0.0,39.0,F.F.F.
60417,99270.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,18.0,195.0,0.0,39.0,0.0,39.0,NOT INDICATED
60087,99271.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,12.0,220.0,18.0,5.0,0.0,23.0,NOT INDICATED
60094,99274.0,1944-03-18,15,GERMANY,MANZELL DD AC COMP,A/C COMPONENT PLANTS,47.65,9.5,B24,4.0,31.0,210.0,72.0,0.0,0.0,72.0,INSTRUMENT-GENERAL
60469,99286.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,47.65,9.5,B24,4.0,25.0,183.0,39.0,17.0,0.0,56.0,NOT INDICATED
60459,99287.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,13.0,219.0,0.0,29.0,0.0,29.0,NOT INDICATED
60456,99288.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,3.0,220.0,0.0,0.0,2.0,2.0,NOT INDICATED
60445,99289.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,17.0,235.0,41.0,0.0,0.0,41.0,NOT INDICATED
60472,99290.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,2.0,225.6,0.0,0.0,0.0,0.0,NOT INDICATED
60462,99291.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,3.0,200.0,1.0,0.0,0.0,1.0,NOT INDICATED
60078,99292.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,20.0,240.0,38.0,0.0,11.0,49.0,NOT INDICATED
60081,99293.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,22.0,230.0,55.0,0.0,0.0,55.0,NOT INDICATED
60084,99294.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,8.0,227.0,0.0,0.0,17.0,17.0,NOT INDICATED
60407,99295.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,25.0,200.0,42.0,23.0,0.0,65.0,NOT INDICATED
60420,99296.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,29.0,195.0,0.0,0.0,74.0,74.0,VISUAL
60090,99297.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,30.0,220.0,50.0,29.0,0.0,79.0,NOT INDICATED
60426,99298.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,2.0,230.8,0.0,0.0,0.0,0.0,NOT INDICATED
60408,99299.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,4.0,200.0,5.0,0.0,0.0,5.0,NOT INDICATED
60475,99322.0,1944-03-18,8,GERMANY,CITY AREA,CITIES TOWNS AND URBAN AREAS,48.13,11.27,B17,4.0,2.0,230.0,0.0,0.0,0.0,0.0,NOT INDICATED
60448,99323.0,1944-03-18,8,GERMANY,CITY AREA,CITIES TOWNS AND URBAN AREAS,48.13,11.27,B17,4.0,3.0,230.0,2.0,0.0,0.0,2.0,NOT INDICATED
60451,99324.0,1944-03-18,8,GERMANY,MAYBACH ENGINE WKS,TANK FACTORIES,47.65,9.5,B24,4.0,22.0,220.0,33.0,16.0,0.0,49.0,NOT INDICATED
60465,99325.0,1944-03-18,8,GERMANY,MAYBACH ENGINE WKS,TANK FACTORIES,47.65,9.5,B24,4.0,24.0,185.0,54.0,0.0,0.0,54.0,NOT INDICATED
60452,99326.0,1944-03-18,8,GERMANY,MAYBACH ENGINE WKS,TANK FACTORIES,47.65,9.5,B24,4.0,22.0,220.0,33.0,16.0,0.0,49.0,NOT INDICATED
60466,99327.0,1944-03-18,8,GERMANY,MAYBACH ENGINE WKS,TANK FACTORIES,47.65,9.5,B24,4.0,24.0,185.0,54.0,0.0,0.0,54.0,NOT INDICATED
60403,163339.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,20.0,200.0,0.0,43.0,0.0,43.0,NOT INDICATED
60404,163340.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,21.0,200.0,25.0,22.0,0.0,47.0,NOT INDICATED
60095,163341.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,18.0,210.0,20.0,19.0,0.0,39.0,F.F.F.
60418,163342.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,18.0,195.0,0.0,39.0,0.0,39.0,NOT INDICATED
60088,163343.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,12.0,220.0,18.0,5.0,0.0,23.0,NOT INDICATED
60096,163346.0,1944-03-18,15,GERMANY,MANZELL DD AC COMP,A/C COMPONENT PLANTS,47.65,9.5,B24,4.0,31.0,210.0,72.0,0.0,0.0,72.0,INSTRUMENT-GENERAL
60476,163350.0,1944-03-18,8,GERMANY,CITY AREA,CITIES TOWNS AND URBAN AREAS,48.13,11.27,B17,4.0,2.0,230.0,0.0,0.0,0.0,0.0,NOT INDICATED
60449,163351.0,1944-03-18,8,GERMANY,CITY AREA,CITIES TOWNS AND URBAN AREAS,48.13,11.27,B17,4.0,3.0,230.0,2.0,0.0,0.0,2.0,NOT INDICATED
60405,163357.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,20.0,200.0,0.0,43.0,0.0,43.0,NOT INDICATED
60406,163358.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,21.0,200.0,25.0,22.0,0.0,47.0,NOT INDICATED
60097,163359.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,18.0,210.0,20.0,19.0,0.0,39.0,F.F.F.
60419,163360.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,18.0,195.0,0.0,39.0,0.0,39.0,NOT INDICATED
60089,163361.0,1944-03-18,15,GERMANY,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,47.65,9.5,B24,4.0,12.0,220.0,18.0,5.0,0.0,23.0,NOT INDICATED
60098,163362.0,1944-03-18,15,GERMANY,MANZELL DD AC COMP,A/C COMPONENT PLANTS,47.65,9.5,B24,4.0,31.0,210.0,72.0,0.0,0.0,72.0,INSTRUMENT-GENERAL
60099,163363.0,1944-03-18,15,GERMANY,BMW ENGINE WORKS,ENGINE PLANTS,48.13,11.58,B17,4.0,24.0,201.0,50.0,12.0,0.0,62.0,NOT INDICATED
60429,163364.0,1944-03-18,15,GERMANY,BMW ENGINE WORKS,ENGINE PLANTS,48.13,11.58,B17,4.0,2.0,231.8,0.0,0.0,0.0,0.0,NOT INDICATED
60413,163365.0,1944-03-18,15,GERMANY,BMW ENGINE WORKS,ENGINE PLANTS,48.13,11.58,B17,4.0,3.0,200.0,1.0,0.0,0.0,1.0,NOT INDICATED
60414,163366.0,1944-03-18,15,GERMANY,BMW ENGINE WORKS,ENGINE PLANTS,48.13,11.58,B17,3.0,16.0,200.0,0.0,38.0,0.0,38.0,F.F.F.
60423,163367.0,1944-03-18,15,GERMANY,BMW ENGINE WORKS,ENGINE PLANTS,48.13,11.58,B17,3.0,14.0,195.0,33.0,0.0,0.0,33.0,NOT INDICATED
60425,163368.0,1944-03-18,15,GERMANY,BMW ENGINE WORKS,ENGINE PLANTS,48.13,11.58,B17,3.0,23.0,190.0,48.0,9.0,0.0,57.0,NOT INDICATED
60477,163371.0,1944-03-18,8,GERMANY,CITY AREA,CITIES TOWNS AND URBAN AREAS,48.13,11.27,B17,4.0,2.0,230.0,0.0,0.0,0.0,0.0,NOT INDICATED
60450,163372.0,1944-03-18,8,GERMANY,CITY AREA,CITIES TOWNS AND URBAN AREAS,48.13,11.27,B17,4.0,3.0,230.0,2.0,0.0,0.0,2.0,NOT INDICATED
60453,163373.0,1944-03-18,8,GERMANY,MAYBACH ENGINE WKS,TANK FACTORIES,47.65,9.5,B24,4.0,22.0,220.0,33.0,16.0,0.0,49.0,NOT INDICATED
60467,163374.0,1944-03-18,8,GERMANY,MAYBACH ENGINE WKS,TANK FACTORIES,47.65,9.5,B24,4.0,24.0,185.0,54.0,0.0,0.0,54.0,NOT INDICATED
60454,163375.0,1944-03-18,8,GERMANY,MAYBACH ENGINE WKS,TANK FACTORIES,47.65,9.5,B24,4.0,22.0,220.0,33.0,16.0,0.0,49.0,NOT INDICATED
60468,163376.0,1944-03-18,8,GERMANY,MAYBACH ENGINE WKS,TANK FACTORIES,47.65,9.5,B24,4.0,24.0,185.0,54.0,0.0,0.0,54.0,NOT INDICATED
60455,163377.0,1944-03-18,8,GERMANY,MARSHALLING YARD,"""RR INSTALLATIONS,  TRACKS,  MARSHALLING YARDS,  AND STATIONS""",47.65,9.5,B24,3.0,10.0,220.0,0.0,17.0,0.0,17.0,NOT INDICATED
60470,201804.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,47.65,9.5,B24,4.0,25.0,183.0,39.0,17.0,0.0,56.0,NOT INDICATED
60460,201805.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,13.0,219.0,0.0,29.0,0.0,29.0,NOT INDICATED
60457,201806.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,3.0,220.0,0.0,0.0,2.0,2.0,NOT INDICATED
60446,201807.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,17.0,235.0,41.0,0.0,0.0,41.0,NOT INDICATED
60473,201808.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,2.0,225.6,0.0,0.0,0.0,0.0,NOT INDICATED
60463,201809.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,3.0,200.0,1.0,0.0,0.0,1.0,NOT INDICATED
60079,201810.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,20.0,240.0,38.0,0.0,11.0,49.0,NOT INDICATED
60082,201811.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,22.0,230.0,55.0,0.0,0.0,55.0,NOT INDICATED
60085,201812.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,8.0,227.0,0.0,0.0,17.0,17.0,NOT INDICATED
60409,201813.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,25.0,200.0,42.0,23.0,0.0,65.0,NOT INDICATED
60421,201814.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,29.0,195.0,0.0,0.0,74.0,74.0,VISUAL
60091,201815.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,30.0,220.0,50.0,29.0,0.0,79.0,NOT INDICATED
60427,201816.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,2.0,230.8,0.0,0.0,0.0,0.0,NOT INDICATED
60410,201817.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,4.0,200.0,5.0,0.0,0.0,5.0,NOT INDICATED
60471,201843.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,47.65,9.5,B24,4.0,25.0,183.0,39.0,17.0,0.0,56.0,NOT INDICATED
60461,201844.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,13.0,219.0,0.0,29.0,0.0,29.0,NOT INDICATED
60458,201845.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,3.0,220.0,0.0,0.0,2.0,2.0,NOT INDICATED
60447,201846.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,17.0,235.0,41.0,0.0,0.0,41.0,NOT INDICATED
60474,201847.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,2.0,225.6,0.0,0.0,0.0,0.0,NOT INDICATED
60464,201848.0,1944-03-18,8,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.05,10.88,B17,4.0,3.0,200.0,1.0,0.0,0.0,1.0,NOT INDICATED
60080,201849.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,20.0,240.0,38.0,0.0,11.0,49.0,NOT INDICATED
60083,201850.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,22.0,230.0,55.0,0.0,0.0,55.0,NOT INDICATED
60086,201851.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,8.0,227.0,0.0,0.0,17.0,17.0,NOT INDICATED
60411,201852.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,25.0,200.0,42.0,23.0,0.0,65.0,NOT INDICATED
60422,201853.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,29.0,195.0,0.0,0.0,74.0,74.0,VISUAL
60092,201854.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,30.0,220.0,50.0,29.0,0.0,79.0,NOT INDICATED
60428,201855.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,2.0,230.8,0.0,0.0,0.0,0.0,NOT INDICATED
60412,201856.0,1944-03-18,15,GERMANY,AIRDROME,AIR FIELDS AND AIRDROMES,48.17,10.87,B17,4.0,4.0,200.0,5.0,0.0,0.0,5.0,NOT INDICATED
60100,300036.0,1944-03-18,15,GERMANY,BMW ENGINE WORKS,ENGINE PLANTS,48.13,11.58,B17,4.0,24.0,201.0,50.0,12.0,0.0,62.0,NOT INDICATED
60430,300037.0,1944-03-18,15,GERMANY,BMW ENGINE WORKS,ENGINE PLANTS,48.13,11.58,B17,4.0,2.0,231.8,0.0,0.0,0.0,0.0,NOT INDICATED
60415,300038.0,1944-03-18,15,GERMANY,BMW ENGINE WORKS,ENGINE PLANTS,48.13,11.58,B17,4.0,3.0,200.0,1.0,0.0,0.0,1.0,NOT INDICATED
60416,300039.0,1944-03-18,15,GERMANY,BMW ENGINE WORKS,ENGINE PLANTS,48.13,11.58,B17,3.0,16.0,200.0,0.0,38.0,0.0,38.0,F.F.F.
60424,300040.0,1944-03-18,15,GERMANY,BMW ENGINE WORKS,ENGINE PLANTS,48.13,11.58,B17,3.0,14.0,195.0,33.0,0.0,0.0,33.0,NOT INDICATED
61298,99333.0,1944-03-19,15,AUSTRIA,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,46.63,14.3,B24,4.0,31.0,205.0,90.0,0.0,0.0,90.0,NOT INDICATED
61291,99334.0,1944-03-19,15,AUSTRIA,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,46.63,14.3,B24,4.0,16.0,209.0,40.0,0.0,0.0,40.0,NOT INDICATED
61288,99335.0,1944-03-19,15,AUSTRIA,AIRCRAFT FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,48.05,14.45,B24,4.0,18.0,210.0,0.0,23.0,0.0,23.0,NOT INDICATED
61283,99339.0,1944-03-19,15,AUSTRIA,CITY AREA,CITIES TOWNS AND URBAN AREAS,47.07,15.43,B24,3.0,36.0,210.0,105.0,0.0,0.0,105.0,NOT INDICATED
61275,99340.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B17,4.0,17.0,222.0,51.0,0.0,0.0,51.0,NOT INDICATED
61278,99341.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B17,4.0,32.0,220.0,96.0,0.0,0.0,96.0,NOT INDICATED
61295,99342.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B17,4.0,21.0,208.0,63.0,0.0,0.0,63.0,NOT INDICATED
61285,99343.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B24,4.0,30.0,210.0,75.0,0.0,0.0,75.0,NOT INDICATED
61272,99344.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B17,3.0,26.0,254.0,72.0,0.0,0.0,72.0,NOT INDICATED
61605,99345.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B24,3.0,32.0,235.6,0.0,21.0,0.0,21.0,NOT INDICATED
61602,99346.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B24,3.0,30.0,190.0,73.0,0.0,0.0,73.0,NOT INDICATED
61300,99368.0,1944-03-19,15,AUSTRIA,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,46.63,14.3,B24,4.0,31.0,205.0,90.0,0.0,0.0,90.0,NOT INDICATED
61293,99369.0,1944-03-19,15,AUSTRIA,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,46.63,14.3,B24,4.0,16.0,209.0,40.0,0.0,0.0,40.0,NOT INDICATED
61281,99371.0,1944-03-19,15,AUSTRIA,CITY AREA,CITIES TOWNS AND URBAN AREAS,47.07,15.43,B24,3.0,36.0,210.0,105.0,0.0,0.0,105.0,NOT INDICATED
61299,163378.0,1944-03-19,15,AUSTRIA,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,46.63,14.3,B24,4.0,31.0,205.0,90.0,0.0,0.0,90.0,NOT INDICATED
61292,163379.0,1944-03-19,15,AUSTRIA,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,46.63,14.3,B24,4.0,16.0,209.0,40.0,0.0,0.0,40.0,NOT INDICATED
61289,163380.0,1944-03-19,15,AUSTRIA,AIRCRAFT FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,48.05,14.45,B24,4.0,18.0,210.0,0.0,23.0,0.0,23.0,NOT INDICATED
61282,163385.0,1944-03-19,15,AUSTRIA,CITY AREA,CITIES TOWNS AND URBAN AREAS,47.07,15.43,B24,3.0,36.0,210.0,105.0,0.0,0.0,105.0,NOT INDICATED
61284,163389.0,1944-03-19,15,AUSTRIA,CITY AREA,CITIES TOWNS AND URBAN AREAS,47.07,15.43,B24,3.0,36.0,210.0,105.0,0.0,0.0,105.0,NOT INDICATED
61290,163392.0,1944-03-19,15,AUSTRIA,AIRCRAFT FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,48.05,14.45,B24,4.0,18.0,210.0,0.0,23.0,0.0,23.0,NOT INDICATED
61601,163393.0,1944-03-19,15,AUSTRIA,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,46.63,14.3,B24,4.0,31.0,205.0,90.0,0.0,0.0,90.0,NOT INDICATED
61294,163394.0,1944-03-19,15,AUSTRIA,AC FACTORY,AIRCRAFT FACTORIES AND ASSEMBLY PLANTS,46.63,14.3,B24,4.0,16.0,209.0,40.0,0.0,0.0,40.0,NOT INDICATED
61276,201886.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B17,4.0,17.0,222.0,51.0,0.0,0.0,51.0,NOT INDICATED
61279,201887.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B17,4.0,32.0,220.0,96.0,0.0,0.0,96.0,NOT INDICATED
61296,201888.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B17,4.0,21.0,208.0,63.0,0.0,0.0,63.0,NOT INDICATED
61286,201889.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B24,4.0,30.0,210.0,75.0,0.0,0.0,75.0,NOT INDICATED
61273,201890.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B17,3.0,26.0,254.0,72.0,0.0,0.0,72.0,NOT INDICATED
61606,201891.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B24,3.0,32.0,235.6,0.0,21.0,0.0,21.0,NOT INDICATED
61603,201892.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B24,3.0,30.0,190.0,73.0,0.0,0.0,73.0,NOT INDICATED
61277,201917.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B17,4.0,17.0,222.0,51.0,0.0,0.0,51.0,NOT INDICATED
61280,201918.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B17,4.0,32.0,220.0,96.0,0.0,0.0,96.0,NOT INDICATED
61297,201919.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B17,4.0,21.0,208.0,63.0,0.0,0.0,63.0,NOT INDICATED
61287,201920.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B24,4.0,30.0,210.0,75.0,0.0,0.0,75.0,NOT INDICATED
61274,201921.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B17,3.0,26.0,254.0,72.0,0.0,0.0,72.0,NOT INDICATED
61607,201922.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B24,3.0,32.0,235.6,0.0,21.0,0.0,21.0,NOT INDICATED
61604,201923.0,1944-03-19,15,AUSTRIA,AIRDROME,AIR FIELDS AND AIRDROMES,46.63,14.3,B24,3.0,30.0,190.0,73.0,0.0,0.0,73.0,NOT INDICATED
62053,99376.0,1944-03-20,8,GERMANY,METAL WORKS,LIGHT METAL PLANTS,50.1,8.67,B17,4.0,11.0,263.0,25.0,0.0,0.0,25.0,F.F.F.
62045,99377.0,1944-03-20,8,GERMANY,METAL WORKS,LIGHT METAL PLANTS,50.1,8.67,B17,4.0,19.0,270.0,0.0,48.0,0.0,48.0,F.F.F.
